RE78 TREAT MARR NODEGREE BLACK HISPANIC EDUC AGE RE74 RE75 U74 U75 TYPE
17141.628 0 1 0 0 0 14 21 6974.9898 11407.935 0 0 OBS
8866.3594 0 1 0 0 0 17 29 7053.3605 7161.2903 0 0 OBS
25121.352 0 1 0 0 0 16 27 7053.3605 11637.097 0 0 OBS
9161.9048 0 1 0 0 0 15 28 7249.2872 15217.742 0 0 OBS
2955.4531 0 1 0 0 0 12 26 7406.0285 0 0 1 OBS
0 0 1 0 0 0 12 54 7445.2138 0 0 1 OBS
12708.449 0 0 0 1 0 15 28 7445.2138 0 0 1 OBS
18471.582 0 1 0 0 0 15 27 7445.2138 10741.935 0 0 OBS
9605.2227 0 0 0 0 0 13 26 7449.1324 5729.0323 0 0 OBS
0 0 1 0 0 0 12 21 7523.5845 7934.7097 0 0 OBS
8127.4962 0 1 0 1 0 14 53 7641.1405 8421.6774 0 0 OBS
11082.949 0 1 0 0 0 13 21 7688.1629 12743.516 0 0 OBS
16254.992 0 0 0 0 0 13 22 7739.1039 3759.6774 0 0 OBS
0 0 0 0 0 0 16 27 7837.0672 0 0 1 OBS
11821.813 0 1 0 0 1 15 37 7837.0672 179.0323 0 0 OBS
16254.992 0 0 0 0 0 13 33 7837.0672 3580.6452 0 0 OBS
3694.3164 0 0 0 1 0 12 19 7837.0672 3759.6774 0 0 OBS
15663.902 0 1 0 0 0 12 28 7837.0672 4475.8065 0 0 OBS
8866.3594 0 1 0 1 0 12 32 7837.0672 5370.9677 0 0 OBS
5910.9063 0 0 0 0 0 12 24 7837.0672 5370.9677 0 0 OBS
17732.719 0 0 0 0 0 12 22 7837.0672 7497.871 0 0 OBS
20688.172 0 1 0 1 0 12 20 7837.0672 8951.6129 0 0 OBS
12058.249 0 1 0 0 0 12 23 7837.0672 8951.6129 0 0 OBS
2210.679 0 1 0 1 0 12 27 7837.0672 8951.6129 0 0 OBS
21870.353 0 1 0 1 0 12 23 7837.0672 12532.258 0 0 OBS
13299.539 0 1 0 0 1 12 19 7837.0672 12532.258 0 0 OBS
16254.992 0 0 0 0 0 14 27 7837.0672 14322.581 0 0 OBS
16254.992 0 1 0 0 0 16 22 7837.0672 16112.903 0 0 OBS
15516.129 0 1 0 0 0 12 42 7837.0672 16112.903 0 0 OBS
2216.5899 0 0 0 0 0 13 20 7837.0672 17491.452 0 0 OBS
0 0 0 0 0 0 13 29 7958.5418 0 0 1 OBS
4433.1797 0 1 0 1 0 12 23 7993.8086 13427.419 0 0 OBS
11963.674 0 1 0 0 0 12 19 8054.5458 9309.6774 0 0 OBS
10583.478 0 1 0 1 0 12 21 8150.5499 13092.629 0 0 OBS
11969.585 0 1 0 0 0 12 26 8228.9206 13606.452 0 0 OBS
27337.942 0 0 0 0 0 16 21 8228.9206 22379.032 0 0 OBS
8335.8556 0 1 0 1 0 12 24 8275.943 15416.468 0 0 OBS
14481.72 0 1 0 0 0 12 29 8389.5804 5908.0645 0 0 OBS
10344.086 0 1 0 1 0 12 26 8616.8554 8593.5484 0 0 OBS
13003.994 0 1 0 1 0 14 23 8675.6334 10398.194 0 0 OBS
15811.674 0 0 0 0 0 12 25 8683.4705 9130.6452 0 0 OBS
18096.24 0 1 0 0 0 12 21 8816.7006 5729.0323 0 0 OBS
10344.086 0 0 0 1 0 12 25 8816.7006 6266.129 0 0 OBS
15486.575 0 1 0 0 0 12 22 8816.7006 9939.871 0 0 OBS
19653.763 0 1 0 0 0 12 22 8816.7006 10741.935 0 0 OBS
18471.582 0 1 0 1 0 12 23 8816.7006 12174.194 0 0 OBS
22165.899 0 0 0 0 0 12 18 8816.7006 14322.581 0 0 OBS
19210.445 0 0 0 1 0 12 27 8816.7006 14322.581 0 0 OBS
5578.4178 0 0 0 1 0 12 21 8816.7006 14859.677 0 0 OBS
26599.078 0 1 0 0 0 12 25 8816.7006 16112.903 0 0 OBS
28224.578 0 1 0 0 0 13 21 8816.7006 17903.226 0 0 OBS
0 0 1 0 0 0 12 27 8816.7006 44758.065 0 0 OBS
10416.495 0 1 0 0 0 12 23 8840.2118 7161.2903 0 0 OBS
17732.719 0 1 0 0 0 12 21 8867.6415 14995.742 0 0 OBS
8866.3594 0 1 0 1 0 14 23 8934.2566 12532.258 0 0 OBS
19210.445 0 0 0 1 0 16 23 9012.6273 16490.661 0 0 OBS
39817.343 0 1 0 0 0 17 31 9012.6273 29465.129 0 0 OBS
6649.7696 0 1 0 1 0 12 27 9067.4868 5370.9677 0 0 OBS
7388.6329 0 1 0 1 0 12 21 9169.3686 7161.2903 0 0 OBS
10403.195 0 1 0 1 0 12 23 9169.3686 8271.2903 0 0 OBS
11526.267 0 1 0 0 0 12 19 9208.554 5550 0 0 OBS
10376.596 0 1 0 0 0 12 46 9284.9654 8504.0323 0 0 OBS
2216.5899 0 1 0 0 0 12 24 9371.1731 2864.5161 0 0 OBS
8275.2688 0 0 0 0 1 13 20 9404.4807 0 0 1 OBS
22904.762 0 1 0 0 0 17 24 9404.4807 5370.9677 0 0 OBS
11821.813 0 1 0 0 0 12 23 9404.4807 9130.6452 0 0 OBS
23475.164 0 1 0 0 0 12 34 9404.4807 9166.4516 0 0 OBS
11821.813 0 1 0 0 0 12 35 9404.4807 9313.2581 0 0 OBS
16846.083 0 0 0 0 0 12 23 9404.4807 11834.032 0 0 OBS
9900.768 0 0 0 1 0 14 21 9420.1548 5370.9677 0 0 OBS
10512.547 0 1 0 0 1 12 21 9496.5662 8772.5806 0 0 OBS
13299.539 0 1 0 0 0 12 26 9561.222 0 0 1 OBS
23643.625 0 1 0 0 0 13 23 9698.3707 8593.5484 0 0 OBS
14038.402 0 1 0 0 1 12 27 9698.3707 11279.032 0 0 OBS
13299.539 0 1 0 0 1 12 50 9788.4969 9846.7742 0 0 OBS
11821.813 0 1 0 1 0 12 27 9796.334 0 0 1 OBS
25121.352 0 1 0 0 0 12 25 9796.334 2685.4839 0 0 OBS
14777.266 0 1 0 1 0 12 21 9796.334 4296.7742 0 0 OBS
28787.591 0 1 0 0 0 13 21 9796.334 8593.5484 0 0 OBS
0 0 0 0 1 0 12 33 9796.334 8951.6129 0 0 OBS
20688.172 0 1 0 0 0 12 19 9796.334 9846.7742 0 0 OBS
29258.986 0 1 0 0 0 12 20 9796.334 10204.839 0 0 OBS
11162.747 0 1 0 1 0 12 22 9796.334 10741.935 0 0 OBS
11821.813 0 1 0 0 0 12 32 9796.334 11458.065 0 0 OBS
11526.267 0 1 0 0 0 13 24 9796.334 11458.065 0 0 OBS
19210.445 0 1 0 1 0 12 29 9796.334 12532.258 0 0 OBS
11821.813 0 1 0 1 0 12 23 9796.334 12532.258 0 0 OBS
20688.172 0 1 0 0 0 14 26 9796.334 13427.419 0 0 OBS
10713.518 0 1 0 0 0 12 20 9796.334 13427.419 0 0 OBS
11821.813 0 1 0 1 0 12 27 9796.334 14322.581 0 0 OBS
33987.711 0 1 0 1 0 12 24 9796.334 14322.581 0 0 OBS
36943.164 0 0 0 0 0 17 24 9796.334 16112.903 0 0 OBS
20688.172 0 0 0 0 0 13 21 9796.334 16112.903 0 0 OBS
6649.7696 0 1 0 1 0 12 25 9796.334 21483.871 0 0 OBS
29554.531 0 1 0 1 0 12 30 9796.334 25064.516 0 0 OBS
15619.57 0 0 0 1 0 12 26 9913.89 10741.935 0 0 OBS
14777.266 0 0 0 0 0 12 22 9951.1161 14322.581 0 0 OBS
11283.92 0 1 0 0 0 12 47 9968.7495 10523.516 0 0 OBS
19949.309 0 0 0 0 0 12 22 9992.2607 15754.839 0 0 OBS
9605.2227 0 1 0 1 0 12 31 10188.187 8951.6129 0 0 OBS
11821.813 0 1 0 0 0 12 35 10188.187 9309.6774 0 0 OBS
6537.4624 0 1 0 0 0 12 49 10231.291 11082.097 0 0 OBS
12486.79 0 0 0 1 0 13 25 10246.965 15396.774 0 0 OBS
9221.0138 0 1 0 0 0 12 23 10290.069 10562.903 0 0 OBS
49429.954 0 1 0 0 0 17 25 10384.114 22004.855 0 0 OBS
11821.813 0 1 0 0 0 16 23 10384.114 26854.839 0 0 OBS
5910.9063 0 0 0 0 0 17 34 10580.041 7161.2903 0 0 OBS
12117.358 0 1 0 0 0 12 21 10580.041 8056.4516 0 0 OBS
8866.3594 0 0 0 1 0 12 27 10623.145 3222.5806 0 0 OBS
11821.813 0 1 0 0 0 12 23 10775.967 5370.9677 0 0 OBS
16993.856 0 1 0 0 0 12 23 10775.967 7161.2903 0 0 OBS
0 0 0 0 0 0 17 32 10775.967 7161.2903 0 0 OBS
7536.4055 0 1 0 1 0 12 27 10775.967 8951.6129 0 0 OBS
8275.2688 0 0 0 1 0 12 24 10775.967 9309.6774 0 0 OBS
14186.175 0 1 0 0 0 12 34 10775.967 11637.097 0 0 OBS
25860.215 0 1 0 0 0 12 29 10775.967 12532.258 0 0 OBS
0 0 1 0 0 0 14 28 10775.967 13427.419 0 0 OBS
21427.035 0 0 0 0 0 12 18 10775.967 14322.581 0 0 OBS
29554.531 0 0 0 1 0 12 20 10775.967 16372.5 0 0 OBS
18966.621 0 1 0 0 0 13 25 10775.967 16739.516 0 0 OBS
29391.982 0 1 0 1 0 12 23 10775.967 20481.29 0 0 OBS
35465.438 0 1 0 0 0 17 26 10775.967 29182.258 0 0 OBS
20132.547 0 0 0 0 0 12 24 10873.931 15754.839 0 0 OBS
31032.258 0 1 0 0 0 12 23 10971.894 10204.839 0 0 OBS
20924.608 0 0 0 0 0 16 23 10971.894 18798.387 0 0 OBS
8866.3594 0 1 0 1 0 12 26 11167.821 1074.1935 0 0 OBS
17732.719 0 1 0 0 0 12 46 11167.821 7161.2903 0 0 OBS
14777.266 0 1 0 1 0 12 23 11167.821 7812.9677 0 0 OBS
12412.903 0 1 0 0 0 12 41 11167.821 10741.935 0 0 OBS
24338.157 0 1 0 0 0 12 19 11201.128 14143.548 0 0 OBS
26599.078 0 1 0 0 0 12 29 11259.906 9041.129 0 0 OBS
10344.086 0 0 0 1 0 12 24 11285.377 13069.355 0 0 OBS
29216.132 0 0 0 1 0 12 23 11328.481 2685.4839 0 0 OBS
13299.539 0 1 0 0 0 12 22 11363.747 4654.8387 0 0 OBS
13299.539 0 0 0 0 0 12 21 11363.747 9667.7419 0 0 OBS
4137.6344 0 1 0 0 0 12 27 11363.747 12532.258 0 0 OBS
8866.3594 0 1 0 0 0 12 37 11430.363 11372.129 0 0 OBS
27781.26 0 1 0 0 0 12 44 11559.674 7340.3226 0 0 OBS
17732.719 0 1 0 0 0 16 38 11559.674 7877.4194 0 0 OBS
11821.813 0 1 0 0 0 12 34 11755.601 0 0 1 OBS
0 0 0 0 0 0 12 49 11755.601 0 0 1 OBS
17732.719 0 1 0 0 0 12 23 11755.601 0 0 1 OBS
25874.992 0 1 0 1 0 14 28 11755.601 0 0 1 OBS
295.5453 0 1 0 0 0 12 43 11755.601 0 0 1 OBS
0 0 0 0 0 0 16 28 11755.601 6445.1613 0 0 OBS
20688.172 0 1 0 1 0 12 29 11755.601 9846.7742 0 0 OBS
5172.043 0 1 0 0 0 12 53 11755.601 9893.3226 0 0 OBS
12560.676 0 1 0 0 0 12 21 11755.601 10204.839 0 0 OBS
31097.278 0 1 0 1 0 13 24 11755.601 10741.935 0 0 OBS
6649.7696 0 1 0 0 0 12 21 11755.601 10741.935 0 0 OBS
13742.857 0 1 0 0 0 12 24 11755.601 11074.935 0 0 OBS
10048.541 0 0 0 0 0 12 21 11755.601 11637.097 0 0 OBS
25121.352 0 1 0 0 0 14 23 11755.601 11637.097 0 0 OBS
0 0 1 0 0 0 12 28 11755.601 12532.258 0 0 OBS
0 0 1 0 0 0 12 28 11755.601 12532.258 0 0 OBS
28963.441 0 1 0 0 0 17 25 11755.601 12621.774 0 0 OBS
16254.992 0 1 0 0 0 13 23 11755.601 13427.419 0 0 OBS
26599.078 0 1 0 0 0 12 30 11755.601 13635.097 0 0 OBS
14186.175 0 1 0 0 0 12 23 11755.601 13785.484 0 0 OBS
20688.172 0 1 0 0 0 12 26 11755.601 14322.581 0 0 OBS
16254.992 0 1 0 1 0 12 21 11755.601 14322.581 0 0 OBS
17732.719 0 1 0 0 0 12 26 11755.601 14322.581 0 0 OBS
21427.035 0 1 0 1 0 12 25 11755.601 14322.581 0 0 OBS
18102.151 0 1 0 0 0 12 22 11755.601 14465.806 0 0 OBS
20688.172 0 1 0 0 0 16 28 11755.601 15217.742 0 0 OBS
0 0 1 0 1 0 13 22 11755.601 15217.742 0 0 OBS
31032.258 0 1 0 0 0 16 24 11755.601 16112.903 0 0 OBS
18442.028 0 0 0 1 0 15 27 11755.601 16744.887 0 0 OBS
16254.992 0 0 0 0 0 12 19 11755.601 19335.484 0 0 OBS
0 0 1 0 0 0 14 38 11755.601 19693.548 0 0 OBS
7388.6329 0 0 0 0 0 14 38 11755.601 21483.871 0 0 OBS
16822.439 0 1 0 0 0 12 45 11771.275 11270.081 0 0 OBS
16342.178 0 1 0 1 0 12 26 11775.193 14150.71 0 0 OBS
5390.7465 0 1 0 0 0 16 31 11784.99 9846.7742 0 0 OBS
12656.728 0 1 0 1 0 13 25 11931.935 13824.871 0 0 OBS
14777.266 0 1 0 0 0 14 25 11973.079 14322.581 0 0 OBS
13151.767 0 1 0 0 0 12 22 12051.45 16025.177 0 0 OBS
13299.539 0 1 0 0 0 12 36 12147.454 13964.516 0 0 OBS
20142.891 0 1 0 0 0 12 27 12147.454 14322.581 0 0 OBS
24382.488 0 1 0 0 0 12 33 12147.454 16112.903 0 0 OBS
26599.078 0 1 0 0 0 12 27 12147.454 23274.194 0 0 OBS
18962.187 0 1 0 1 0 12 30 12225.825 10741.935 0 0 OBS
11230.722 0 1 0 0 0 12 46 12343.381 11637.097 0 0 OBS
14186.175 0 1 0 0 0 14 23 12343.381 12532.258 0 0 OBS
21427.035 0 1 0 0 0 16 25 12343.381 13606.452 0 0 OBS
25178.983 0 1 0 0 0 14 27 12419.792 16829.032 0 0 OBS
12560.676 0 1 0 0 0 16 49 12504.041 12353.226 0 0 OBS
14369.413 0 1 0 0 0 12 22 12539.308 12532.258 0 0 OBS
23495.853 0 1 0 0 0 16 28 12572.615 21483.871 0 0 OBS
19210.445 0 1 0 1 0 12 24 12658.823 19693.548 0 0 OBS
4236.6421 0 1 0 1 0 17 37 12735.234 1306.9355 0 0 OBS
17732.719 0 0 0 0 0 13 22 12735.234 12532.258 0 0 OBS
28076.805 0 0 0 0 0 17 23 12735.234 14322.581 0 0 OBS
20688.172 0 0 0 1 0 12 23 12735.234 14322.581 0 0 OBS
14925.038 0 1 0 0 0 12 26 12735.234 14322.581 0 0 OBS
21131.49 0 0 0 0 0 12 22 12735.234 16112.903 0 0 OBS
29850.077 0 1 0 0 0 14 31 12735.234 17724.194 0 0 OBS
29850.077 0 1 0 0 0 14 31 12735.234 17724.194 0 0 OBS
19343.441 0 1 0 0 0 12 54 12735.234 17894.274 0 0 OBS
10521.413 0 1 0 1 0 16 25 12735.234 18261.29 0 0 OBS
17732.719 0 1 0 1 0 12 28 12735.234 19693.548 0 0 OBS
28815.668 0 1 0 0 0 13 19 12735.234 19693.548 0 0 OBS
26599.078 0 1 0 0 0 17 26 12735.234 25064.516 0 0 OBS
16254.992 0 1 0 0 0 12 28 12813.605 7161.2903 0 0 OBS
14777.266 0 1 0 0 0 12 20 12931.161 2363.2258 0 0 OBS
22165.899 0 1 0 0 0 12 26 12931.161 11100 0 0 OBS
36943.164 0 1 0 0 0 17 25 12935.079 22379.032 0 0 OBS
41571.404 0 1 0 0 0 12 24 13029.124 13964.516 0 0 OBS
13595.084 0 1 0 0 0 12 22 13127.088 8951.6129 0 0 OBS
29554.531 0 1 0 0 0 17 27 13127.088 10741.935 0 0 OBS
12687.76 0 1 0 0 0 12 26 13127.088 12174.194 0 0 OBS
11526.267 0 1 0 1 0 12 27 13127.088 12353.226 0 0 OBS
24382.488 0 1 0 0 0 12 19 13127.088 12532.258 0 0 OBS
0 0 1 0 0 0 17 29 13127.088 19693.548 0 0 OBS
17289.401 0 1 0 0 0 12 20 13244.644 8772.5806 0 0 OBS
14777.266 0 1 0 0 0 12 25 13291.666 14202.629 0 0 OBS
17732.719 0 1 0 0 0 16 29 13323.014 5370.9677 0 0 OBS
14777.266 0 0 0 0 0 14 23 13323.014 12174.194 0 0 OBS
10935.177 0 1 0 0 0 12 28 13323.014 12532.258 0 0 OBS
14777.266 0 1 0 0 0 14 30 13323.014 14322.581 0 0 OBS
19934.531 0 1 0 1 0 16 26 13323.014 19693.548 0 0 OBS
21035.438 0 1 0 0 1 12 24 13493.47 16470.968 0 0 OBS
12560.676 0 1 0 1 0 12 22 13518.941 13427.419 0 0 OBS
13246.341 0 1 0 0 0 12 27 13597.312 15833.613 0 0 OBS
13299.539 0 1 0 1 0 12 22 13665.886 17903.226 0 0 OBS
33987.711 0 1 0 0 0 13 42 13701.153 0 0 1 OBS
664.977 0 1 0 1 0 12 22 13714.868 0 0 1 OBS
12560.676 0 1 0 0 0 12 47 13714.868 0 0 1 OBS
22904.762 0 1 0 0 0 12 26 13714.868 716.129 0 0 OBS
14038.402 0 1 0 0 0 12 21 13714.868 3222.5806 0 0 OBS
0 0 0 0 0 0 16 25 13714.868 6042.3387 0 0 OBS
17732.719 0 1 0 1 0 12 25 13714.868 8235.4839 0 0 OBS
15959.447 0 0 0 0 0 12 23 13714.868 10741.935 0 0 OBS
9605.2227 0 0 0 1 0 12 33 13714.868 11100 0 0 OBS
23531.318 0 1 0 1 0 16 55 13714.868 11995.161 0 0 OBS
14777.266 0 1 0 1 0 12 47 13714.868 12433.79 0 0 OBS
8866.3594 0 1 0 1 0 12 20 13714.868 12532.258 0 0 OBS
11821.813 0 1 0 1 0 12 26 13714.868 12532.258 0 0 OBS
14777.266 0 1 0 0 0 12 31 13714.868 12532.258 0 0 OBS
2563.8556 0 1 0 0 0 12 30 13714.868 12532.258 0 0 OBS
11651.874 0 0 0 1 0 12 21 13714.868 13339.694 0 0 OBS
6827.0968 0 1 0 0 0 17 28 13714.868 13427.419 0 0 OBS
17732.719 0 1 0 0 0 12 24 13714.868 13427.419 0 0 OBS
19210.445 0 1 0 0 0 12 28 13714.868 13606.452 0 0 OBS
22165.899 0 0 0 0 0 12 23 13714.868 14322.581 0 0 OBS
26599.078 0 0 0 0 0 12 35 13714.868 15038.71 0 0 OBS
13447.312 0 1 0 0 0 14 27 13714.868 15217.742 0 0 OBS
24205.161 0 1 0 0 0 12 23 13714.868 15754.839 0 0 OBS
16254.992 0 1 0 1 0 12 24 13714.868 16112.903 0 0 OBS
16254.992 0 1 0 0 0 12 24 13714.868 16112.903 0 0 OBS
14629.493 0 1 0 1 0 12 39 13714.868 17008.065 0 0 OBS
26081.874 0 1 0 0 0 12 33 13714.868 18082.258 0 0 OBS
30145.622 0 1 0 0 0 14 45 13714.868 19102.742 0 0 OBS
30145.622 0 1 0 0 0 14 45 13714.868 19102.742 0 0 OBS
25860.215 0 1 0 1 0 12 27 13714.868 19425 0 0 OBS
6649.7696 0 1 0 0 0 17 45 13714.868 23095.161 0 0 OBS
31623.349 0 0 0 0 0 16 23 13714.868 25601.613 0 0 OBS
29554.531 0 1 0 0 0 17 26 13714.868 29540.323 0 0 OBS
20688.172 0 0 0 1 0 14 27 13812.831 17036.71 0 0 OBS
591.0906 0 1 0 0 0 14 21 13832.424 8777.9516 0 0 OBS
19653.763 0 1 0 0 0 12 20 13902.957 14322.581 0 0 OBS
19210.445 0 1 0 0 0 12 29 13910.794 7161.2903 0 0 OBS
16218.049 0 1 0 0 1 12 22 13910.794 8611.4516 0 0 OBS
19210.445 0 0 0 0 0 12 24 13910.794 13427.419 0 0 OBS
15072.811 0 1 0 0 0 12 27 13910.794 14859.677 0 0 OBS
14777.266 0 1 0 0 0 12 23 14063.617 11100 0 0 OBS
37829.8 0 1 0 0 0 16 24 14067.536 24706.452 0 0 OBS
2955.4531 0 0 0 0 0 16 23 14106.721 6266.129 0 0 OBS
17732.719 0 1 0 0 0 14 33 14106.721 14322.581 0 0 OBS
22165.899 0 0 0 0 0 12 21 14106.721 17903.226 0 0 OBS
0 0 1 0 0 0 12 23 14106.721 23453.226 0 0 OBS
14777.266 0 1 0 1 0 12 20 14322.24 17903.226 0 0 OBS
7388.6329 0 1 0 0 0 12 24 14373.181 19693.548 0 0 OBS
14777.266 0 1 0 1 0 12 29 14392.774 15396.774 0 0 OBS
10048.541 0 1 0 0 0 12 34 14498.574 14322.581 0 0 OBS
14579.25 0 1 0 0 0 12 44 14498.574 14424.629 0 0 OBS
19210.445 0 1 0 0 0 12 23 14498.574 19335.484 0 0 OBS
21678.249 0 1 0 1 0 14 26 14506.411 17187.097 0 0 OBS
17732.719 0 1 0 0 0 12 51 14533.841 19245.968 0 0 OBS
26599.078 0 1 0 0 0 12 41 14684.705 23274.194 0 0 OBS
17732.719 0 1 0 0 0 13 37 14694.501 8951.6129 0 0 OBS
20688.172 0 1 0 0 0 16 26 14694.501 11637.097 0 0 OBS
11821.813 0 1 0 1 0 12 24 14694.501 11816.129 0 0 OBS
21397.481 0 1 0 1 0 14 22 14694.501 12532.258 0 0 OBS
14079.779 0 1 0 1 0 12 27 14694.501 13427.419 0 0 OBS
20688.172 0 1 0 0 0 13 23 14694.501 14322.581 0 0 OBS
19210.445 0 1 0 0 0 12 27 14694.501 14322.581 0 0 OBS
19210.445 0 1 0 1 0 12 28 14694.501 14859.677 0 0 OBS
23643.625 0 1 0 0 0 12 21 14694.501 15217.742 0 0 OBS
0 0 1 0 0 0 12 28 14694.501 15933.871 0 0 OBS
0 0 1 0 0 0 13 22 14694.501 16112.903 0 0 OBS
26599.078 0 1 0 0 0 12 20 14694.501 16112.903 0 0 OBS
27337.942 0 1 0 0 0 16 24 14694.501 16470.968 0 0 OBS
21870.353 0 1 0 0 0 12 22 14694.501 16829.032 0 0 OBS
37829.8 0 1 0 0 1 12 27 14694.501 16829.032 0 0 OBS
21279.263 0 1 0 1 0 12 35 14694.501 17187.097 0 0 OBS
29554.531 0 1 0 0 0 16 23 14694.501 19693.548 0 0 OBS
2955.4531 0 1 0 0 0 16 22 14694.501 19693.548 0 0 OBS
25121.352 0 1 0 0 0 16 23 14694.501 23274.194 0 0 OBS
31032.258 0 1 0 0 0 12 20 14694.501 26854.839 0 0 OBS
14038.402 0 1 0 1 0 12 22 14790.505 14680.645 0 0 OBS
27963.02 0 1 0 0 0 12 24 14890.428 719.7097 0 0 OBS
0 0 1 0 0 0 12 26 14890.428 10741.935 0 0 OBS
0 0 1 0 1 0 12 42 14988.391 11185.935 0 0 OBS
13986.682 0 1 0 0 0 15 28 15082.436 18619.355 0 0 OBS
32509.985 0 1 0 0 0 13 24 15282.281 14322.581 0 0 OBS
13151.767 0 1 0 0 0 12 50 15282.281 14322.581 0 0 OBS
13151.767 0 1 0 0 0 12 50 15282.281 14322.581 0 0 OBS
14038.402 0 1 0 0 0 13 28 15282.281 14322.581 0 0 OBS
25121.352 0 1 0 0 0 12 25 15282.281 16112.903 0 0 OBS
14777.266 0 0 0 1 0 12 31 15282.281 17903.226 0 0 OBS
28076.805 0 1 0 1 0 16 32 15282.281 19693.548 0 0 OBS
21870.353 0 1 0 0 0 12 22 15282.281 19693.548 0 0 OBS
18660.731 0 1 0 1 0 13 22 15403.756 14320.79 0 0 OBS
11082.949 0 1 0 1 0 12 26 15411.593 8951.6129 0 0 OBS
14186.175 0 1 0 0 0 12 22 15478.208 8951.6129 0 0 OBS
12615.352 0 0 0 0 0 12 29 15478.208 14370.919 0 0 OBS
15663.902 0 1 0 0 0 17 53 15478.208 16399.355 0 0 OBS
31327.803 0 1 0 0 0 12 25 15478.208 17724.194 0 0 OBS
19949.309 0 1 0 1 0 12 26 15478.208 18175.355 0 0 OBS
19210.445 0 0 0 0 0 16 24 15587.927 19505.565 0 0 OBS
41376.344 0 0 0 0 0 17 27 15674.134 0 0 1 OBS
20688.172 0 1 0 0 0 12 46 15674.134 734.0323 0 0 OBS
10512.547 0 1 0 1 0 12 25 15674.134 3738.1935 0 0 OBS
1733.3733 0 0 0 0 0 13 21 15674.134 4946.6613 0 0 OBS
28076.805 0 1 0 0 0 12 37 15674.134 8951.6129 0 0 OBS
28076.805 0 1 0 0 0 12 37 15674.134 8951.6129 0 0 OBS
31032.258 0 1 0 1 0 15 28 15674.134 9452.9032 0 0 OBS
28963.441 0 0 0 0 0 12 22 15674.134 10741.935 0 0 OBS
20688.172 0 0 0 0 0 12 22 15674.134 11637.097 0 0 OBS
19210.445 0 1 0 0 0 12 27 15674.134 12532.258 0 0 OBS
25121.352 0 1 0 1 0 13 21 15674.134 12532.258 0 0 OBS
17732.719 0 1 0 0 0 16 49 15674.134 12890.323 0 0 OBS
0 0 1 0 0 0 12 26 15674.134 13427.419 0 0 OBS
13890.63 0 1 0 0 0 14 33 15674.134 13427.419 0 0 OBS
15959.447 0 1 0 0 0 15 28 15674.134 13785.484 0 0 OBS
25860.215 0 1 0 0 0 17 29 15674.134 14143.548 0 0 OBS
11821.813 0 1 0 1 0 16 54 15674.134 14322.581 0 0 OBS
20702.949 0 1 0 0 1 14 25 15674.134 14322.581 0 0 OBS
13299.539 0 1 0 0 0 12 32 15674.134 14322.581 0 0 OBS
16254.992 0 1 0 0 0 12 40 15674.134 14322.581 0 0 OBS
16254.992 0 1 0 0 0 12 40 15674.134 14322.581 0 0 OBS
22165.899 0 1 0 0 0 16 27 15674.134 14322.581 0 0 OBS
17732.719 0 1 0 0 0 12 24 15674.134 14680.645 0 0 OBS
13831.521 0 1 0 0 0 12 43 15674.134 14680.645 0 0 OBS
19062.673 0 1 0 0 0 16 25 15674.134 15217.742 0 0 OBS
15516.129 0 1 0 1 0 12 26 15674.134 15217.742 0 0 OBS
17732.719 0 1 0 1 0 12 34 15674.134 15754.839 0 0 OBS
25121.352 0 1 0 0 0 13 21 15674.134 15933.871 0 0 OBS
11821.813 0 1 0 1 0 12 21 15674.134 16112.903 0 0 OBS
19210.445 0 1 0 1 0 12 23 15674.134 16202.419 0 0 OBS
35022.12 0 1 0 0 0 12 26 15674.134 16470.968 0 0 OBS
16254.992 0 1 0 0 0 14 28 15674.134 16757.419 0 0 OBS
19210.445 0 1 0 0 0 17 26 15674.134 16829.032 0 0 OBS
26599.078 0 0 0 0 0 14 20 15674.134 17008.065 0 0 OBS
20688.172 0 1 0 1 0 12 26 15674.134 17983.79 0 0 OBS
19210.445 0 1 0 1 0 12 21 15674.134 19693.548 0 0 OBS
32509.985 0 1 0 0 0 12 41 15674.134 19693.548 0 0 OBS
28815.668 0 1 0 0 0 16 28 15674.134 19693.548 0 0 OBS
26599.078 0 0 0 0 0 16 23 15674.134 21483.871 0 0 OBS
31771.121 0 1 0 0 0 12 22 15674.134 22916.129 0 0 OBS
27337.942 0 0 0 0 1 14 27 15674.134 23274.194 0 0 OBS
29554.531 0 1 0 0 0 16 26 15674.134 23274.194 0 0 OBS
0 0 1 0 0 0 12 54 15674.134 25064.516 0 0 OBS
0 0 1 0 0 0 12 54 15674.134 25064.516 0 0 OBS
20688.172 0 0 0 1 0 12 54 15674.134 25064.516 0 0 OBS
29258.986 0 0 0 0 0 16 37 15674.134 26854.839 0 0 OBS
22018.126 0 1 0 0 0 13 32 15674.134 30435.484 0 0 OBS
10196.313 0 1 0 0 0 12 29 15678.053 17487.871 0 0 OBS
35465.438 0 1 0 0 0 13 22 15870.061 15826.452 0 0 OBS
27781.26 0 1 0 1 0 12 23 15870.061 30435.484 0 0 OBS
17444.562 0 1 0 0 0 12 36 15873.98 12727.403 0 0 OBS
14777.266 0 1 0 0 0 13 21 15960.187 21483.871 0 0 OBS
14481.72 0 1 0 0 0 12 21 15987.617 16291.935 0 0 OBS
19505.991 0 1 0 1 0 12 26 15987.617 17903.226 0 0 OBS
